# Glyph placement metrics — values normalized to the 0..1 SVG viewBox
#
# All SVGs share the same baseline_y.  To place glyph B directly after
# glyph A, offset B horizontally by A's advance_w (scaled to your tile size).
# To align descenders/ascenders visually, use ink_top / ink_bottom.
#
char    baseline_y   ink_top   ink_bottom   ink_left  ink_right  ink_width  advance_w
ℓ           0.7223    0.1824       0.7294     0.3174     0.6826     0.3652     0.3726
℔           0.7223    0.2357       0.7300     0.2177     0.7823     0.5646     0.6179
ℕ           0.7223    0.2659       0.7223     0.3137     0.6863     0.3726     0.5171
№           0.7223    0.2663       0.7223     0.2319     0.7681     0.5362     0.6102
℗           0.7223    0.2549       0.7337     0.2606     0.7394     0.4789     0.5399
℘           0.7223    0.3421       0.8518     0.2948     0.7052     0.4105     0.4576
ℙ           0.7223    0.2659       0.7223     0.3251     0.6749     0.3498     0.4447
ℚ           0.7223    0.2545       0.8151     0.2410     0.7590     0.5180     0.5704
ℛ           0.7223    0.2549       0.7341     0.2211     0.7789     0.5578     0.5920
ℜ           0.7223    0.2545       0.7337     0.2455     0.7545     0.5091     0.5735
ℝ           0.7223    0.2656       0.7223     0.3008     0.6992     0.3985     0.4934
℞           0.7223    0.2663       0.7223     0.3331     0.6669     0.3337     0.3991
℟           0.7223    0.1747       0.8136     0.3331     0.6669     0.3337     0.3991
℠           0.7223    0.2604       0.4998     0.2834     0.7166     0.4333     0.5094
℡           0.7223    0.3877       0.7223     0.0935     0.9065     0.8129     0.9344
™           0.7223    0.2663       0.4943     0.2607     0.7393     0.4786     0.5094
℣           0.7223    0.1747       0.8136     0.3006     0.6994     0.3988     0.4123
ℤ           0.7223    0.2659       0.7223     0.3308     0.6692     0.3384     0.4068
℥           0.7223    0.2357       0.8518     0.3659     0.6341     0.2681     0.3233
Ω           0.7223    0.2545       0.7223     0.2712     0.7288     0.4576     0.5529
℧           0.7223    0.2659       0.7337     0.2712     0.7288     0.4576     0.5529
ℨ           0.7223    0.2549       0.7337     0.3379     0.6621     0.3242     0.3673
℩           0.7223    0.3803       0.7223     0.4220     0.5780     0.1559     0.2530
K           0.7223    0.2663       0.7223     0.3290     0.6710     0.3421     0.4120
Å           0.7223    0.1652       0.7223     0.2884     0.7116     0.4231     0.4354
ℬ           0.7223    0.2545       0.7337     0.2727     0.7273     0.4545     0.5045
ℭ           0.7223    0.2549       0.7337     0.3028     0.6972     0.3945     0.4280
℮           0.7223    0.2549       0.7337     0.2599     0.7401     0.4803     0.5387
ℯ           0.7223    0.3803       0.7300     0.3737     0.6263     0.2527     0.3079
ℰ           0.7223    0.1787       0.7337     0.3410     0.6590     0.3180     0.3612
ℱ           0.7223    0.2231       0.7337     0.2188     0.7812     0.5624     0.5223
Ⅎ           0.7223    0.2659       0.7223     0.3590     0.6410     0.2820     0.4188
ℳ           0.7223    0.2545       0.7344     0.2011     0.7989     0.5978     0.6586
ℴ           0.7223    0.3803       0.7300     0.3532     0.6468     0.2937     0.3621
ℵ           0.7223    0.3347       0.7300     0.3296     0.6704     0.3408     0.4268
ℶ           0.7223    0.3347       0.7223     0.3308     0.6692     0.3384     0.4206
ℷ           0.7223    0.3347       0.7223     0.3823     0.6177     0.2354     0.2921
ℸ           0.7223    0.3270       0.7300     0.3327     0.6673     0.3347     0.3834
⅛           0.7223    0.2549       0.7337     0.2883     0.7117     0.4234     0.5057
⅜           0.7223    0.2549       0.7337     0.2777     0.7223     0.4447     0.5057
⅝           0.7223    0.2549       0.7337     0.2777     0.7223     0.4447     0.5057
⅞           0.7223    0.2549       0.7337     0.2777     0.7223     0.4447     0.5057
←           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
↑           0.7223    0.2663       0.7223     0.4239     0.5761     0.1522     0.3344
→           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
↓           0.7223    0.2663       0.7223     0.4239     0.5761     0.1522     0.3344
↔           0.7223    0.4638       0.6160     0.1883     0.8117     0.6234     0.7602
↕           0.7223    0.2280       0.8515     0.4240     0.5760     0.1519     0.3347
↖           0.7223    0.3331       0.6663     0.3333     0.6667     0.3334     0.4703
↗           0.7223    0.3331       0.6663     0.3333     0.6667     0.3334     0.4703
↘           0.7223    0.3328       0.6663     0.3333     0.6667     0.3334     0.4700
↙           0.7223    0.3328       0.6663     0.3333     0.6667     0.3334     0.4700
↚           0.7223    0.4333       0.6462     0.2720     0.7280     0.4561     0.5929
↛           0.7223    0.4333       0.6462     0.2720     0.7280     0.4561     0.5929
↜           0.7223    0.4582       0.6216     0.3176     0.6824     0.3649     0.5017
↝           0.7223    0.4582       0.6216     0.3176     0.6824     0.3649     0.5017
↞           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
↟           0.7223    0.2663       0.7223     0.4240     0.5760     0.1519     0.3347
↠           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
↡           0.7223    0.2663       0.7223     0.4240     0.5760     0.1519     0.3347
↢           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
↣           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
↤           0.7223    0.4601       0.6197     0.2720     0.7280     0.4561     0.5929
↥           0.7223    0.2663       0.7223     0.4202     0.5798     0.1596     0.3347
↦           0.7223    0.4601       0.6197     0.2720     0.7280     0.4561     0.5929
↧           0.7223    0.2663       0.7223     0.4202     0.5798     0.1596     0.3347
↨           0.7223    0.2663       0.7223     0.3783     0.6217     0.2435     0.3347
↩           0.7223    0.4259       0.6160     0.2720     0.7280     0.4561     0.5929
↪           0.7223    0.4259       0.6160     0.2720     0.7280     0.4561     0.5929
↫           0.7223    0.4259       0.6160     0.2720     0.7280     0.4561     0.5929
↬           0.7223    0.4259       0.6160     0.2720     0.7280     0.4561     0.5929
↭           0.7223    0.4638       0.6160     0.1844     0.8156     0.6311     0.7680
↮           0.7223    0.4333       0.6462     0.1883     0.8117     0.6234     0.7602
↯           0.7223    0.2663       0.7223     0.3599     0.6401     0.2801     0.4169
↰           0.7223    0.2663       0.7223     0.3632     0.6368     0.2737     0.4333
↱           0.7223    0.2663       0.7223     0.3632     0.6368     0.2737     0.4333
↲           0.7223    0.2663       0.7223     0.3632     0.6368     0.2737     0.4333
↳           0.7223    0.2663       0.7223     0.3632     0.6368     0.2737     0.4333
↴           0.7223    0.2663       0.7223     0.3632     0.6368     0.2737     0.4333
↵           0.7223    0.2663       0.7223     0.2720     0.7280     0.4561     0.5929
↶           0.7223    0.3575       0.5975     0.2582     0.7418     0.4835     0.6203
↷           0.7223    0.3575       0.5975     0.2582     0.7418     0.4835     0.6203
↸           0.7223    0.2663       0.6906     0.2720     0.7280     0.4561     0.5929
↹           0.7223    0.3575       0.7223     0.2720     0.7280     0.4561     0.5929
↺           0.7223    0.2721       0.7223     0.2720     0.7280     0.4561     0.5929
↻           0.7223    0.2721       0.7223     0.2720     0.7280     0.4561     0.5929
↼           0.7223    0.4638       0.5550     0.2720     0.7280     0.4561     0.5929
↽           0.7223    0.5248       0.6160     0.2720     0.7280     0.4561     0.5929
↾           0.7223    0.2663       0.7223     0.4544     0.5456     0.0912     0.2737
↿           0.7223    0.2663       0.7223     0.4544     0.5456     0.0912     0.2737
⇀           0.7223    0.4638       0.5550     0.2720     0.7280     0.4561     0.5929
⇁           0.7223    0.5248       0.6160     0.2720     0.7280     0.4561     0.5929
⇂           0.7223    0.2663       0.7223     0.4544     0.5456     0.0912     0.2737
⇃           0.7223    0.2663       0.7223     0.4544     0.5456     0.0912     0.2737
⇄           0.7223    0.3877       0.6918     0.2720     0.7280     0.4561     0.5929
⇅           0.7223    0.2663       0.7223     0.3479     0.6521     0.3042     0.4866
⇆           0.7223    0.3877       0.6918     0.2720     0.7280     0.4561     0.5929
⇇           0.7223    0.3877       0.6918     0.2720     0.7280     0.4561     0.5929
⇈           0.7223    0.2663       0.7223     0.3479     0.6521     0.3042     0.4866
⇉           0.7223    0.3877       0.6918     0.2720     0.7280     0.4561     0.5929
⇊           0.7223    0.2663       0.7223     0.3479     0.6521     0.3042     0.4866
⇋           0.7223    0.4182       0.6616     0.2720     0.7280     0.4561     0.5929
⇌           0.7223    0.4182       0.6616     0.2720     0.7280     0.4561     0.5929
⇍           0.7223    0.3575       0.7223     0.2720     0.7280     0.4561     0.5929
⇎           0.7223    0.3575       0.7223     0.1883     0.8117     0.6234     0.7602
⇏           0.7223    0.3575       0.7223     0.2720     0.7280     0.4561     0.5929
⇐           0.7223    0.3877       0.6921     0.2720     0.7280     0.4561     0.5929
⇑           0.7223    0.2663       0.7223     0.3478     0.6522     0.3045     0.4869
⇒           0.7223    0.3877       0.6921     0.2720     0.7280     0.4561     0.5929
⇓           0.7223    0.2663       0.7223     0.3478     0.6522     0.3045     0.4869
⇔           0.7223    0.3877       0.6921     0.1883     0.8117     0.6234     0.7602
⇕           0.7223    0.2280       0.8515     0.3478     0.6522     0.3045     0.4869
⇖           0.7223    0.3461       0.7223     0.3119     0.6881     0.3763     0.5131
⇗           0.7223    0.3461       0.7223     0.3119     0.6881     0.3763     0.5131
⇘           0.7223    0.3461       0.7223     0.3119     0.6881     0.3763     0.5131
⇙           0.7223    0.3461       0.7223     0.3119     0.6881     0.3763     0.5131
⇚           0.7223    0.3297       0.7501     0.2720     0.7280     0.4561     0.5929
⇛           0.7223    0.3297       0.7501     0.2720     0.7280     0.4561     0.5929
⇜           0.7223    0.4638       0.6160     0.1883     0.8117     0.6234     0.7606
⇝           0.7223    0.4638       0.6160     0.1883     0.8117     0.6234     0.7606
⇞           0.7223    0.2663       0.7223     0.4200     0.5800     0.1599     0.3347
⇟           0.7223    0.2663       0.7223     0.4200     0.5800     0.1599     0.3347
⇠           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
⇡           0.7223    0.2663       0.7223     0.4240     0.5760     0.1519     0.3347
⇢           0.7223    0.4638       0.6160     0.2720     0.7280     0.4561     0.5929
⇣           0.7223    0.2663       0.7223     0.4240     0.5760     0.1519     0.3347
⇤           0.7223    0.4601       0.6197     0.2720     0.7280     0.4561     0.5929
⇥           0.7223    0.4601       0.6197     0.2720     0.7280     0.4561     0.5929
⇦           0.7223    0.3877       0.6921     0.2720     0.7280     0.4561     0.5929
⇧           0.7223    0.2663       0.7223     0.3478     0.6522     0.3045     0.4869
⇨           0.7223    0.3877       0.6921     0.2720     0.7280     0.4561     0.5929
⇩           0.7223    0.2663       0.7223     0.3478     0.6522     0.3045     0.4869
⇪           0.7223    0.2663       0.8515     0.3478     0.6522     0.3045     0.4869
∀           0.7223    0.2659       0.7223     0.2888     0.7112     0.4225     0.5593
∁           0.7223    0.1787       0.8099     0.3422     0.6578     0.3156     0.4524
∂           0.7223    0.2280       0.7300     0.3616     0.6384     0.2767     0.4136
∃           0.7223    0.2659       0.7223     0.3590     0.6410     0.2820     0.4188
∄           0.7223    0.2052       0.7908     0.3590     0.6410     0.2820     0.4188
∅           0.7223    0.2545       0.7337     0.2604     0.7396     0.4792     0.6160
∆           0.7223    0.2622       0.7223     0.2871     0.7129     0.4259     0.5627
∇           0.7223    0.2663       0.7263     0.2871     0.7129     0.4259     0.5627
∈           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∉           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
∊           0.7223    0.3803       0.7300     0.3587     0.6413     0.2826     0.4194
∋           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∌           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
∍           0.7223    0.3803       0.7300     0.3587     0.6413     0.2826     0.4194
∎           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∏           0.7223    0.2659       0.7223     0.2757     0.7243     0.4487     0.5855
∐           0.7223    0.2659       0.7223     0.2757     0.7243     0.4487     0.5855
∑           0.7223    0.2659       0.7223     0.3137     0.6863     0.3726     0.5094
−           0.7223    0.5245       0.5550     0.3176     0.6824     0.3649     0.5017
∓           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∔           0.7223    0.3270       0.7223     0.3176     0.6824     0.3649     0.5017
∕           0.7223    0.2659       0.8136     0.4029     0.5971     0.1941     0.3310
∖           0.7223    0.2659       0.8136     0.4029     0.5971     0.1941     0.3310
∗           0.7223    0.3575       0.7223     0.3307     0.6693     0.3387     0.5017
∘           0.7223    0.4314       0.6484     0.3915     0.6085     0.2169     0.3538
∙           0.7223    0.4314       0.6484     0.3915     0.6085     0.2169     0.3538
√           0.7223    0.1559       0.7831     0.2687     0.7313     0.4626     0.5094
∛           0.7223    0.1559       0.7831     0.2687     0.7313     0.4626     0.5094
∜           0.7223    0.1559       0.7831     0.2687     0.7313     0.4626     0.5094
∝           0.7223    0.4105       0.6693     0.2718     0.7282     0.4564     0.5932
∞           0.7223    0.4105       0.6693     0.2718     0.7282     0.4564     0.5932
∟           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∠           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∡           0.7223    0.3575       0.8271     0.3176     0.6824     0.3649     0.5017
∢           0.7223    0.3464       0.7334     0.3176     0.6824     0.3649     0.5017
∣           0.7223    0.2357       0.8136     0.4847     0.5153     0.0305     0.2357
∤           0.7223    0.2357       0.8136     0.4088     0.5912     0.1824     0.3193
∥           0.7223    0.2357       0.8136     0.4202     0.5798     0.1596     0.3649
∦           0.7223    0.2357       0.8136     0.3441     0.6559     0.3119     0.4487
∧           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∨           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∩           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∪           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∫           0.7223    0.2243       0.8136     0.3860     0.6140     0.2280     0.3649
∬           0.7223    0.2243       0.8136     0.2985     0.7015     0.4031     0.5399
∭           0.7223    0.2243       0.8136     0.2109     0.7891     0.5781     0.7146
∮           0.7223    0.2243       0.8136     0.3746     0.6254     0.2508     0.3877
∯           0.7223    0.2243       0.8136     0.2871     0.7129     0.4259     0.5627
∰           0.7223    0.2243       0.8136     0.1997     0.8003     0.6006     0.7374
∱           0.7223    0.2243       0.8136     0.3559     0.6441     0.2881     0.3877
∲           0.7223    0.2243       0.8136     0.3558     0.6442     0.2884     0.3877
∳           0.7223    0.2243       0.8136     0.3559     0.6441     0.2881     0.3877
∴           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∵           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∶           0.7223    0.3575       0.7223     0.4696     0.5304     0.0607     0.2659
∷           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
∸           0.7223    0.3803       0.5550     0.3176     0.6824     0.3649     0.5017
∹           0.7223    0.3803       0.6995     0.3176     0.6824     0.3649     0.5017
∺           0.7223    0.3803       0.6995     0.3176     0.6824     0.3649     0.5017
∻           0.7223    0.3803       0.6995     0.3176     0.6824     0.3649     0.5017
∼           0.7223    0.4872       0.5926     0.3176     0.6824     0.3649     0.5017
∽           0.7223    0.4872       0.5926     0.3176     0.6824     0.3649     0.5017
∾           0.7223    0.4484       0.6311     0.3176     0.6824     0.3649     0.5017
∿           0.7223    0.3575       0.7223     0.3023     0.6977     0.3954     0.5020
≀           0.7223    0.3119       0.7680     0.4467     0.5533     0.1066     0.3116
≁           0.7223    0.4145       0.6653     0.3176     0.6824     0.3649     0.5017
≂           0.7223    0.4373       0.6496     0.3176     0.6824     0.3649     0.5017
≃           0.7223    0.4302       0.6425     0.3176     0.6824     0.3649     0.5017
≄           0.7223    0.3840       0.7186     0.3176     0.6824     0.3649     0.5017
≅           0.7223    0.3732       0.6995     0.3176     0.6824     0.3649     0.5017
≆           0.7223    0.3732       0.7451     0.3176     0.6824     0.3649     0.5017
≇           0.7223    0.3270       0.7680     0.3176     0.6824     0.3649     0.5017
≈           0.7223    0.4188       0.6610     0.3176     0.6824     0.3649     0.5017
≉           0.7223    0.3726       0.7072     0.3176     0.6824     0.3649     0.5017
≊           0.7223    0.3618       0.7109     0.3176     0.6824     0.3649     0.5017
≋           0.7223    0.3504       0.7294     0.3176     0.6824     0.3649     0.5017
≌           0.7223    0.3190       0.7223     0.3176     0.6824     0.3649     0.5017
≍           0.7223    0.4031       0.6767     0.3176     0.6824     0.3649     0.5017
≎           0.7223    0.3840       0.6958     0.3176     0.6824     0.3649     0.5017
≏           0.7223    0.3840       0.6120     0.3176     0.6824     0.3649     0.5017
≐           0.7223    0.3461       0.6120     0.3176     0.6824     0.3649     0.5017
≑           0.7223    0.3461       0.7337     0.3176     0.6824     0.3649     0.5017
≒           0.7223    0.3461       0.7337     0.3176     0.6824     0.3649     0.5017
≓           0.7223    0.3461       0.7337     0.3176     0.6824     0.3649     0.5017
≔           0.7223    0.4542       0.6216     0.3176     0.6824     0.3649     0.5017
≕           0.7223    0.4542       0.6216     0.3176     0.6824     0.3649     0.5017
≖           0.7223    0.4675       0.6120     0.3176     0.6824     0.3649     0.5017
≗           0.7223    0.3421       0.7223     0.3176     0.6824     0.3649     0.5017
≘           0.7223    0.3877       0.7223     0.3176     0.6824     0.3649     0.5017
≙           0.7223    0.2663       0.7223     0.3176     0.6824     0.3649     0.5017
≚           0.7223    0.2659       0.7223     0.3176     0.6824     0.3649     0.5017
≛           0.7223    0.2681       0.7223     0.3176     0.6824     0.3649     0.5017
≜           0.7223    0.2663       0.7223     0.3176     0.6824     0.3649     0.5017
≝           0.7223    0.3069       0.7223     0.3176     0.6824     0.3649     0.5017
≞           0.7223    0.3442       0.7223     0.3176     0.6824     0.3649     0.5017
≟           0.7223    0.2909       0.7223     0.3176     0.6824     0.3649     0.5017
≠           0.7223    0.3726       0.7072     0.3176     0.6824     0.3649     0.5017
≡           0.7223    0.4105       0.6690     0.3176     0.6824     0.3649     0.5017
≢           0.7223    0.3344       0.7451     0.3176     0.6824     0.3649     0.5017
≣           0.7223    0.3498       0.7223     0.3176     0.6824     0.3649     0.5017
≤           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
≥           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
≦           0.7223    0.2431       0.7223     0.3176     0.6824     0.3649     0.5017
≧           0.7223    0.2431       0.7223     0.3176     0.6824     0.3649     0.5017
≨           0.7223    0.2431       0.7908     0.3176     0.6824     0.3649     0.5017
≩           0.7223    0.2431       0.7908     0.3176     0.6824     0.3649     0.5017
≪           0.7223    0.3575       0.7223     0.2156     0.7844     0.5689     0.7057
≫           0.7223    0.3575       0.7223     0.2156     0.7844     0.5689     0.7057
≬           0.7223    0.2357       0.8136     0.3935     0.6065     0.2129     0.3498
≭           0.7223    0.3270       0.7529     0.3176     0.6824     0.3649     0.5017
≮           0.7223    0.3347       0.7451     0.3176     0.6824     0.3649     0.5017
≯           0.7223    0.3347       0.7451     0.3176     0.6824     0.3649     0.5017
≰           0.7223    0.2730       0.7599     0.3176     0.6824     0.3649     0.5017
≱           0.7223    0.2884       0.7750     0.3176     0.6824     0.3649     0.5017
≲           0.7223    0.3119       0.7294     0.3176     0.6824     0.3649     0.5017
≳           0.7223    0.3119       0.7294     0.3176     0.6824     0.3649     0.5017
≴           0.7223    0.2659       0.7529     0.3176     0.6824     0.3649     0.5017
≵           0.7223    0.2659       0.7529     0.3176     0.6824     0.3649     0.5017
≶           0.7223    0.2659       0.7695     0.3176     0.6824     0.3649     0.5017
≷           0.7223    0.2659       0.7695     0.3176     0.6824     0.3649     0.5017
≸           0.7223    0.2357       0.7985     0.3176     0.6824     0.3649     0.5017
≹           0.7223    0.2357       0.7985     0.3176     0.6824     0.3649     0.5017
≺           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
≻           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
≼           0.7223    0.3575       0.7680     0.3176     0.6824     0.3649     0.5017
≽           0.7223    0.3575       0.7680     0.3176     0.6824     0.3649     0.5017
≾           0.7223    0.2280       0.7294     0.3176     0.6824     0.3649     0.5017
≿           0.7223    0.2280       0.7294     0.3176     0.6824     0.3649     0.5017
⊀           0.7223    0.3270       0.7529     0.3176     0.6824     0.3649     0.5017
⊁           0.7223    0.3270       0.7529     0.3176     0.6824     0.3649     0.5017
⊂           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊃           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊄           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
⊅           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
⊆           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊇           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊈           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
⊉           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
⊊           0.7223    0.3575       0.7908     0.3176     0.6824     0.3649     0.5017
⊋           0.7223    0.3575       0.7908     0.3176     0.6824     0.3649     0.5017
⊌           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊍           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊎           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊏           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊐           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊑           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊒           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊓           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊔           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊕           0.7223    0.3495       0.7300     0.3099     0.6901     0.3803     0.5017
⊖           0.7223    0.3495       0.7300     0.3099     0.6901     0.3803     0.5017
⊗           0.7223    0.3498       0.7300     0.3099     0.6901     0.3803     0.5017
⊘           0.7223    0.3498       0.7300     0.3099     0.6901     0.3803     0.5017
⊙           0.7223    0.3498       0.7300     0.3099     0.6901     0.3803     0.5017
⊚           0.7223    0.3498       0.7300     0.3099     0.6901     0.3803     0.5017
⊛           0.7223    0.3498       0.7300     0.3099     0.6901     0.3803     0.5017
⊜           0.7223    0.3498       0.7300     0.3099     0.6901     0.3803     0.5017
⊝           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊞           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊟           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊠           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊡           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊢           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊣           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊤           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊥           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊦           0.7223    0.3575       0.7223     0.4088     0.5912     0.1824     0.3649
⊧           0.7223    0.3575       0.7223     0.4088     0.5912     0.1824     0.3649
⊨           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊩           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊪           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊫           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊬           0.7223    0.3347       0.7451     0.3176     0.6824     0.3649     0.5017
⊭           0.7223    0.3347       0.7451     0.3176     0.6824     0.3649     0.5017
⊮           0.7223    0.3347       0.7451     0.3176     0.6824     0.3649     0.5017
⊯           0.7223    0.3347       0.7451     0.3176     0.6824     0.3649     0.5017
⊰           0.7223    0.2659       0.7223     0.3176     0.6824     0.3649     0.5017
⊱           0.7223    0.2659       0.7223     0.3176     0.6824     0.3649     0.5017
⊲           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊳           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊴           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊵           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊶           0.7223    0.4601       0.6197     0.2720     0.7280     0.4561     0.5929
⊷           0.7223    0.4601       0.6197     0.2720     0.7280     0.4561     0.5929
⊸           0.7223    0.4601       0.6197     0.3176     0.6824     0.3649     0.5017
⊹           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊺           0.7223    0.5171       0.8555     0.3707     0.6293     0.2586     0.3954
⊻           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊼           0.7223    0.3575       0.7223     0.3174     0.6826     0.3652     0.5017
⊽           0.7223    0.3575       0.7223     0.3174     0.6826     0.3652     0.5017
⊾           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⊿           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋀           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋁           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋂           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋃           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋄           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋅           0.7223    0.5020       0.5778     0.4621     0.5379     0.0758     0.2814
⋆           0.7223    0.3575       0.6872     0.3267     0.6733     0.3467     0.5017
⋇           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋈           0.7223    0.3575       0.7223     0.2536     0.7464     0.4928     0.6296
⋉           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋊           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋋           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋌           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋍           0.7223    0.4302       0.6425     0.3176     0.6824     0.3649     0.5017
⋎           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋏           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋐           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋑           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋒           0.7223    0.3575       0.7223     0.3174     0.6826     0.3652     0.5017
⋓           0.7223    0.3575       0.7223     0.3174     0.6826     0.3652     0.5017
⋔           0.7223    0.2357       0.7223     0.3176     0.6824     0.3649     0.5017
⋕           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋖           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋗           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋘           0.7223    0.3575       0.7223     0.1136     0.8864     0.7729     0.9097
⋙           0.7223    0.3575       0.7223     0.1136     0.8864     0.7729     0.9097
⋚           0.7223    0.1803       0.8555     0.3176     0.6824     0.3649     0.5017
⋛           0.7223    0.1803       0.8555     0.3176     0.6824     0.3649     0.5017
⋜           0.7223    0.3322       0.7223     0.3176     0.6824     0.3649     0.5017
⋝           0.7223    0.3322       0.7223     0.3176     0.6824     0.3649     0.5017
⋞           0.7223    0.3119       0.7223     0.3176     0.6824     0.3649     0.5017
⋟           0.7223    0.3119       0.7223     0.3176     0.6824     0.3649     0.5017
⋠           0.7223    0.2508       0.8136     0.3176     0.6824     0.3649     0.5017
⋡           0.7223    0.2508       0.8136     0.3176     0.6824     0.3649     0.5017
